invoice_month,usage_start_time,usage_end_time,project_id,service,sku,region,resource_name,labels.env,labels.team,labels.product,usage_amount,usage_unit,list_cost,credits,net_cost,currency,commitment_type,is_spot
2025-01,2025-01-12,2025-01-13,search-prod,Compute Engine,N2 Standard Core,us-central1,sea-pr-2978,prod,Search,BuyerApp,32.524,hours,1.6262,0.4066,1.2196,USD,CUD,0
2025-01,2025-01-12,2025-01-13,search-staging,Compute Engine,N2 Standard Core,asia-southeast2,sea-st-1871,staging,Search,BuyerApp,10.787,hours,0.5394,0.0,0.5394,USD,,0
2025-01,2025-01-12,2025-01-13,search-dev,Compute Engine,N2 Standard Core,asia-southeast2,sea-de-4134,dev,Search,DataLake,5.38,hours,0.269,0.0,0.269,USD,,0
2025-01,2025-01-12,2025-01-13,search-prod,Compute Engine,N2 Standard RAM,us-central1,sea-pr-7507,prod,Search,DataLake,15.844,hours,0.3169,0.0792,0.23770000000000002,USD,CUD,0
2025-01,2025-01-12,2025-01-13,search-staging,Compute Engine,N2 Standard RAM,asia-southeast2,sea-st-2595,staging,Search,SellerPortal,6.132,hours,0.1226,0.0,0.1226,USD,,0
2025-01,2025-01-12,2025-01-13,search-dev,Compute Engine,N2 Standard RAM,asia-southeast2,sea-de-4970,dev,Search,SellerPortal,3.696,hours,0.0739,0.0,0.0739,USD,,1
2025-01,2025-01-12,2025-01-13,search-prod,Compute Engine,Persistent Disk SSD,asia-southeast1,sea-pr-1803,prod,Search,BuyerApp,20.545,hours,0.4109,0.1027,0.3082,USD,CUD,1
2025-01,2025-01-12,2025-01-13,search-staging,Compute Engine,Persistent Disk SSD,us-central1,sea-st-3950,staging,Search,SellerPortal,4.771,hours,0.0954,0.0,0.0954,USD,,0
2025-01,2025-01-12,2025-01-13,search-dev,Compute Engine,Persistent Disk SSD,us-central1,sea-de-8534,dev,Search,BuyerApp,6.34,hours,0.1268,0.0,0.1268,USD,,0
2025-01,2025-01-12,2025-01-13,search-prod,Cloud Storage,Standard Regional Storage,asia-southeast2,sea-pr-9712,prod,Search,BuyerApp,26.208,hours,0.3931,0.0,0.3931,USD,,0
2025-01,2025-01-12,2025-01-13,search-staging,Cloud Storage,Standard Regional Storage,us-central1,sea-st-8268,staging,Search,DataLake,7.273,hours,0.1091,0.0,0.1091,USD,,0
2025-01,2025-01-12,2025-01-13,search-dev,Cloud Storage,Standard Regional Storage,asia-southeast2,sea-de-1206,dev,Search,DataLake,2.091,hours,0.0314,0.0,0.0314,USD,,0
2025-01,2025-01-12,2025-01-13,search-prod,Cloud Storage,Network Egress,asia-southeast2,sea-pr-1027,prod,Search,DataLake,25.36,hours,1.7752,0.0,1.7752,USD,,0
2025-01,2025-01-12,2025-01-13,search-staging,Cloud Storage,Network Egress,asia-southeast2,sea-st-9473,staging,Search,BuyerApp,9.718,hours,0.6802,0.0,0.6802,USD,,0
2025-01,2025-01-12,2025-01-13,search-dev,Cloud Storage,Network Egress,asia-southeast2,sea-de-2863,dev,Search,DataLake,8.015,hours,0.561,0.0,0.561,USD,,0
2025-01,2025-01-12,2025-01-13,search-prod,BigQuery,Analysis (on-demand),asia-southeast1,sea-pr-9375,prod,Search,BuyerApp,2.492,hours,0.0498,0.0,0.0498,USD,,0
2025-01,2025-01-12,2025-01-13,search-staging,BigQuery,Analysis (on-demand),asia-southeast2,sea-st-5929,staging,Search,DataLake,0.623,hours,0.0125,0.0,0.0125,USD,,0
2025-01,2025-01-12,2025-01-13,search-dev,BigQuery,Analysis (on-demand),asia-southeast1,sea-de-5842,dev,Search,SellerPortal,0.0,hours,0.0,0.0,0.0,USD,,0
2025-01,2025-01-12,2025-01-13,search-prod,BigQuery,Storage,asia-southeast1,sea-pr-3403,prod,Search,SellerPortal,12.529,hours,0.1879,0.0,0.1879,USD,,0
2025-01,2025-01-12,2025-01-13,search-staging,BigQuery,Storage,asia-southeast2,sea-st-5920,staging,Search,DataLake,4.495,hours,0.0674,0.0,0.0674,USD,,0
2025-01,2025-01-12,2025-01-13,search-dev,BigQuery,Storage,asia-southeast2,sea-de-1348,dev,Search,BuyerApp,4.946,hours,0.0742,0.0,0.0742,USD,,0
2025-01,2025-01-12,2025-01-13,search-prod,Kubernetes Engine,GKE CPU,us-central1,sea-pr-4704,prod,Search,BuyerApp,58.102,hours,2.9051,0.7263,2.1788,USD,CUD,0
2025-01,2025-01-12,2025-01-13,search-staging,Kubernetes Engine,GKE CPU,asia-southeast2,sea-st-2002,staging,Search,SellerPortal,18.806,hours,0.9403,0.0,0.9403,USD,,0
2025-01,2025-01-12,2025-01-13,search-dev,Kubernetes Engine,GKE CPU,asia-southeast1,sea-de-2462,dev,Search,DataLake,9.136,hours,0.4568,0.0,0.4568,USD,,0
2025-01,2025-01-12,2025-01-13,search-prod,Kubernetes Engine,GKE RAM,asia-southeast1,sea-pr-7392,prod,Search,BuyerApp,30.343,hours,0.6069,0.1517,0.4552,USD,CUD,0
2025-01,2025-01-12,2025-01-13,search-staging,Kubernetes Engine,GKE RAM,asia-southeast1,sea-st-2741,staging,Search,SellerPortal,11.08,hours,0.2216,0.0,0.2216,USD,,0
2025-01,2025-01-12,2025-01-13,search-dev,Kubernetes Engine,GKE RAM,asia-southeast1,sea-de-5384,dev,Search,SellerPortal,7.523,hours,0.1505,0.0,0.1505,USD,,0
2025-01,2025-01-12,2025-01-13,search-prod,Cloud Logging,Logs Ingestion,us-central1,sea-pr-9822,prod,Search,DataLake,26.165,hours,0.5233,0.0,0.5233,USD,,0
2025-01,2025-01-12,2025-01-13,search-staging,Cloud Logging,Logs Ingestion,us-central1,sea-st-1507,staging,Search,DataLake,12.025,hours,0.2405,0.0,0.2405,USD,,0
2025-01,2025-01-12,2025-01-13,search-dev,Cloud Logging,Logs Ingestion,asia-southeast2,sea-de-9698,dev,Search,SellerPortal,5.593,hours,0.1119,0.0,0.1119,USD,,0
2025-01,2025-01-12,2025-01-13,dataplatform-prod,Compute Engine,N2 Standard Core,asia-southeast2,dat-pr-9758,prod,DataPlatform,SellerPortal,54.892,hours,2.7446,0.9606,1.7840000000000003,USD,CUD,1
2025-01,2025-01-12,2025-01-13,dataplatform-staging,Compute Engine,N2 Standard Core,asia-southeast2,dat-st-5600,staging,DataPlatform,SellerPortal,19.029,hours,0.9515,0.0,0.9515,USD,,0
2025-01,2025-01-12,2025-01-13,dataplatform-dev,Compute Engine,N2 Standard Core,asia-southeast1,dat-de-8207,dev,DataPlatform,BuyerApp,7.851,hours,0.3925,0.0,0.3925,USD,,0
2025-01,2025-01-12,2025-01-13,dataplatform-prod,Compute Engine,N2 Standard RAM,asia-southeast2,dat-pr-2358,prod,DataPlatform,BuyerApp,0.091,hours,0.0018,0.0004,0.0014,USD,CUD,1
2025-01,2025-01-12,2025-01-13,dataplatform-staging,Compute Engine,N2 Standard RAM,us-central1,dat-st-7614,staging,DataPlatform,BuyerApp,2.156,hours,0.0431,0.0,0.0431,USD,,0
2025-01,2025-01-12,2025-01-13,dataplatform-dev,Compute Engine,N2 Standard RAM,us-central1,dat-de-2218,dev,DataPlatform,SellerPortal,1.263,hours,0.0253,0.0,0.0253,USD,,0
2025-01,2025-01-12,2025-01-13,dataplatform-prod,Compute Engine,Persistent Disk SSD,asia-southeast2,dat-pr-8816,prod,DataPlatform,DataLake,45.539,hours,0.9108,0.2277,0.6831,USD,CUD,0
2025-01,2025-01-12,2025-01-13,dataplatform-staging,Compute Engine,Persistent Disk SSD,asia-southeast2,dat-st-1468,staging,DataPlatform,BuyerApp,17.947,hours,0.3589,0.0,0.3589,USD,,1
2025-01,2025-01-12,2025-01-13,dataplatform-dev,Compute Engine,Persistent Disk SSD,asia-southeast1,dat-de-7938,dev,DataPlatform,DataLake,6.342,hours,0.1268,0.0,0.1268,USD,,1
2025-01,2025-01-12,2025-01-13,dataplatform-prod,Cloud Storage,Standard Regional Storage,asia-southeast1,dat-pr-3198,prod,DataPlatform,BuyerApp,10.381,hours,0.1557,0.0,0.1557,USD,,0
2025-01,2025-01-12,2025-01-13,dataplatform-staging,Cloud Storage,Standard Regional Storage,asia-southeast1,dat-st-4530,staging,DataPlatform,SellerPortal,5.359,hours,0.0804,0.0,0.0804,USD,,0
2025-01,2025-01-12,2025-01-13,dataplatform-dev,Cloud Storage,Standard Regional Storage,asia-southeast1,dat-de-1835,dev,DataPlatform,SellerPortal,2.466,hours,0.037,0.0,0.037,USD,,0
2025-01,2025-01-12,2025-01-13,dataplatform-prod,Cloud Storage,Network Egress,us-central1,dat-pr-8480,prod,DataPlatform,BuyerApp,5.311,hours,0.3718,0.0,0.3718,USD,,0
2025-01,2025-01-12,2025-01-13,dataplatform-staging,Cloud Storage,Network Egress,asia-southeast2,dat-st-7824,staging,DataPlatform,SellerPortal,2.922,hours,0.2045,0.0,0.2045,USD,,0
2025-01,2025-01-12,2025-01-13,dataplatform-dev,Cloud Storage,Network Egress,asia-southeast1,dat-de-7293,dev,DataPlatform,DataLake,0.0,hours,0.0,0.0,0.0,USD,,0
2025-01,2025-01-12,2025-01-13,dataplatform-prod,BigQuery,Analysis (on-demand),us-central1,dat-pr-8018,prod,DataPlatform,SellerPortal,20.693,hours,0.4139,0.0,0.4139,USD,,0
2025-01,2025-01-12,2025-01-13,dataplatform-staging,BigQuery,Analysis (on-demand),asia-southeast1,dat-st-8496,staging,DataPlatform,BuyerApp,7.078,hours,0.1416,0.0,0.1416,USD,,0
2025-01,2025-01-12,2025-01-13,dataplatform-dev,BigQuery,Analysis (on-demand),asia-southeast2,dat-de-2362,dev,DataPlatform,BuyerApp,3.416,hours,0.0683,0.0,0.0683,USD,,0
2025-01,2025-01-12,2025-01-13,dataplatform-prod,BigQuery,Storage,us-central1,dat-pr-1289,prod,DataPlatform,DataLake,32.065,hours,0.481,0.0,0.481,USD,,0
2025-01,2025-01-12,2025-01-13,dataplatform-staging,BigQuery,Storage,us-central1,dat-st-4141,staging,DataPlatform,SellerPortal,11.261,hours,0.1689,0.0,0.1689,USD,,0
2025-01,2025-01-12,2025-01-13,dataplatform-dev,BigQuery,Storage,asia-southeast1,dat-de-4043,dev,DataPlatform,SellerPortal,7.41,hours,0.1111,0.0,0.1111,USD,,0
2025-01,2025-01-12,2025-01-13,dataplatform-prod,Kubernetes Engine,GKE CPU,asia-southeast1,dat-pr-3248,prod,DataPlatform,SellerPortal,66.256,hours,3.3128,1.1595,2.1533,USD,CUD,0
2025-01,2025-01-12,2025-01-13,dataplatform-staging,Kubernetes Engine,GKE CPU,asia-southeast2,dat-st-6725,staging,DataPlatform,BuyerApp,23.619,hours,1.1809,0.0,1.1809,USD,,0
2025-01,2025-01-12,2025-01-13,dataplatform-dev,Kubernetes Engine,GKE CPU,asia-southeast2,dat-de-4072,dev,DataPlatform,SellerPortal,14.901,hours,0.745,0.0,0.745,USD,,0
2025-01,2025-01-12,2025-01-13,dataplatform-prod,Kubernetes Engine,GKE RAM,asia-southeast1,dat-pr-9773,prod,DataPlatform,BuyerApp,30.239,hours,0.6048,0.2117,0.3931,USD,CUD,0
2025-01,2025-01-12,2025-01-13,dataplatform-staging,Kubernetes Engine,GKE RAM,asia-southeast1,dat-st-2074,staging,DataPlatform,DataLake,12.357,hours,0.2471,0.0,0.2471,USD,,0
2025-01,2025-01-12,2025-01-13,dataplatform-dev,Kubernetes Engine,GKE RAM,us-central1,dat-de-9462,dev,DataPlatform,DataLake,5.481,hours,0.1096,0.0,0.1096,USD,,0
2025-01,2025-01-12,2025-01-13,dataplatform-prod,Cloud Logging,Logs Ingestion,asia-southeast2,dat-pr-5143,prod,DataPlatform,BuyerApp,12.873,hours,0.2575,0.0,0.2575,USD,,0
2025-01,2025-01-12,2025-01-13,dataplatform-staging,Cloud Logging,Logs Ingestion,asia-southeast2,dat-st-3638,staging,DataPlatform,DataLake,2.229,hours,0.0446,0.0,0.0446,USD,,0
2025-01,2025-01-12,2025-01-13,dataplatform-dev,Cloud Logging,Logs Ingestion,us-central1,dat-de-9126,dev,DataPlatform,DataLake,2.645,hours,0.0529,0.0,0.0529,USD,,0
2025-01,2025-01-13,2025-01-14,marketplace-prod,Compute Engine,N2 Standard Core,us-central1,mar-pr-1054,prod,Marketplace,BuyerApp,48.495,hours,2.4248,0.8487,1.5760999999999998,USD,CUD,0
2025-01,2025-01-13,2025-01-14,marketplace-staging,Compute Engine,N2 Standard Core,us-central1,mar-st-9915,staging,Marketplace,DataLake,14.515,hours,0.7257,0.0,0.7257,USD,,0
2025-01,2025-01-13,2025-01-14,marketplace-dev,Compute Engine,N2 Standard Core,asia-southeast2,mar-de-5596,dev,Marketplace,BuyerApp,6.315,hours,0.3158,0.0,0.3158,USD,,0
2025-01,2025-01-13,2025-01-14,marketplace-prod,Compute Engine,N2 Standard RAM,asia-southeast1,mar-pr-6067,prod,Marketplace,DataLake,22.259,hours,0.4452,0.1113,0.3339,USD,CUD,0
2025-01,2025-01-13,2025-01-14,marketplace-staging,Compute Engine,N2 Standard RAM,asia-southeast1,mar-st-1694,staging,Marketplace,SellerPortal,5.958,hours,0.1192,0.0,0.1192,USD,,1
2025-01,2025-01-13,2025-01-14,marketplace-dev,Compute Engine,N2 Standard RAM,asia-southeast2,mar-de-3425,dev,Marketplace,SellerPortal,3.752,hours,0.075,0.0,0.075,USD,,1
2025-01,2025-01-13,2025-01-14,marketplace-prod,Compute Engine,Persistent Disk SSD,asia-southeast2,mar-pr-6323,prod,Marketplace,DataLake,18.805,hours,0.3761,0.1316,0.2445,USD,CUD,0
2025-01,2025-01-13,2025-01-14,marketplace-staging,Compute Engine,Persistent Disk SSD,asia-southeast1,mar-st-1113,staging,Marketplace,SellerPortal,3.937,hours,0.0787,0.0,0.0787,USD,,1
2025-01,2025-01-13,2025-01-14,marketplace-dev,Compute Engine,Persistent Disk SSD,us-central1,mar-de-2114,dev,Marketplace,DataLake,1.631,hours,0.0326,0.0,0.0326,USD,,0
2025-01,2025-01-13,2025-01-14,marketplace-prod,Cloud Storage,Standard Regional Storage,asia-southeast2,mar-pr-9547,prod,Marketplace,SellerPortal,19.275,hours,0.2891,0.0,0.2891,USD,,0
2025-01,2025-01-13,2025-01-14,marketplace-staging,Cloud Storage,Standard Regional Storage,us-central1,mar-st-9860,staging,Marketplace,BuyerApp,8.997,hours,0.135,0.0,0.135,USD,,0
2025-01,2025-01-13,2025-01-14,marketplace-dev,Cloud Storage,Standard Regional Storage,asia-southeast1,mar-de-7793,dev,Marketplace,BuyerApp,3.118,hours,0.0468,0.0,0.0468,USD,,0
2025-01,2025-01-13,2025-01-14,marketplace-prod,Cloud Storage,Network Egress,us-central1,mar-pr-8782,prod,Marketplace,BuyerApp,17.113,hours,1.1979,0.0,1.1979,USD,,0
2025-01,2025-01-13,2025-01-14,marketplace-staging,Cloud Storage,Network Egress,us-central1,mar-st-8498,staging,Marketplace,SellerPortal,4.77,hours,0.3339,0.0,0.3339,USD,,0
2025-01,2025-01-13,2025-01-14,marketplace-dev,Cloud Storage,Network Egress,asia-southeast1,mar-de-5901,dev,Marketplace,DataLake,0.99,hours,0.0693,0.0,0.0693,USD,,0
2025-01,2025-01-13,2025-01-14,marketplace-prod,BigQuery,Analysis (on-demand),us-central1,mar-pr-7303,prod,Marketplace,DataLake,25.144,hours,0.5029,0.0,0.5029,USD,,0
2025-01,2025-01-13,2025-01-14,marketplace-staging,BigQuery,Analysis (on-demand),asia-southeast1,mar-st-9851,staging,Marketplace,DataLake,5.79,hours,0.1158,0.0,0.1158,USD,,0
2025-01,2025-01-13,2025-01-14,marketplace-dev,BigQuery,Analysis (on-demand),us-central1,mar-de-9916,dev,Marketplace,DataLake,5.367,hours,0.1073,0.0,0.1073,USD,,0
2025-01,2025-01-13,2025-01-14,marketplace-prod,BigQuery,Storage,asia-southeast2,mar-pr-5224,prod,Marketplace,SellerPortal,29.688,hours,0.4453,0.0,0.4453,USD,,0
2025-01,2025-01-13,2025-01-14,marketplace-staging,BigQuery,Storage,asia-southeast1,mar-st-8738,staging,Marketplace,BuyerApp,13.233,hours,0.1985,0.0,0.1985,USD,,0
2025-01,2025-01-13,2025-01-14,marketplace-dev,BigQuery,Storage,us-central1,mar-de-8741,dev,Marketplace,SellerPortal,5.592,hours,0.0839,0.0,0.0839,USD,,0
2025-01,2025-01-13,2025-01-14,marketplace-prod,Kubernetes Engine,GKE CPU,asia-southeast1,mar-pr-8044,prod,Marketplace,BuyerApp,60.059,hours,3.0029,0.4504,2.5524999999999998,USD,CUD,0
2025-01,2025-01-13,2025-01-14,marketplace-staging,Kubernetes Engine,GKE CPU,us-central1,mar-st-2316,staging,Marketplace,DataLake,18.706,hours,0.9353,0.0,0.9353,USD,,0
2025-01,2025-01-13,2025-01-14,marketplace-dev,Kubernetes Engine,GKE CPU,us-central1,mar-de-9792,dev,Marketplace,DataLake,12.95,hours,0.6475,0.0,0.6475,USD,,0
2025-01,2025-01-13,2025-01-14,marketplace-prod,Kubernetes Engine,GKE RAM,us-central1,mar-pr-7029,prod,Marketplace,BuyerApp,7.679,hours,0.1536,0.0538,0.09979999999999999,USD,CUD,0
2025-01,2025-01-13,2025-01-14,marketplace-staging,Kubernetes Engine,GKE RAM,us-central1,mar-st-2849,staging,Marketplace,DataLake,0.418,hours,0.0084,0.0,0.0084,USD,,0
2025-01,2025-01-13,2025-01-14,marketplace-dev,Kubernetes Engine,GKE RAM,asia-southeast1,mar-de-2019,dev,Marketplace,SellerPortal,0.0,hours,0.0,0.0,0.0,USD,,0
2025-01,2025-01-13,2025-01-14,marketplace-prod,Cloud Logging,Logs Ingestion,us-central1,mar-pr-2322,prod,Marketplace,SellerPortal,3.852,hours,0.077,0.0,0.077,USD,,0
2025-01,2025-01-13,2025-01-14,marketplace-staging,Cloud Logging,Logs Ingestion,asia-southeast2,mar-st-2658,staging,Marketplace,BuyerApp,2.718,hours,0.0544,0.0,0.0544,USD,,0
2025-01,2025-01-13,2025-01-14,marketplace-dev,Cloud Logging,Logs Ingestion,us-central1,mar-de-9813,dev,Marketplace,SellerPortal,0.0,hours,0.0,0.0,0.0,USD,,0
2025-01,2025-01-13,2025-01-14,payments-prod,Compute Engine,N2 Standard Core,us-central1,pay-pr-2231,prod,Payments,SellerPortal,58.367,hours,2.9184,1.0214,1.897,USD,CUD,0
2025-01,2025-01-13,2025-01-14,payments-staging,Compute Engine,N2 Standard Core,asia-southeast2,pay-st-6111,staging,Payments,SellerPortal,18.667,hours,0.9334,0.0,0.9334,USD,,1
2025-01,2025-01-13,2025-01-14,payments-dev,Compute Engine,N2 Standard Core,asia-southeast2,pay-de-6860,dev,Payments,SellerPortal,12.501,hours,0.625,0.0,0.625,USD,,0
2025-01,2025-01-13,2025-01-14,payments-prod,Compute Engine,N2 Standard RAM,asia-southeast2,pay-pr-8889,prod,Payments,BuyerApp,46.42,hours,0.9284,0.3249,0.6034999999999999,USD,CUD,0
2025-01,2025-01-13,2025-01-14,payments-staging,Compute Engine,N2 Standard RAM,us-central1,pay-st-1188,staging,Payments,BuyerApp,14.129,hours,0.2826,0.0,0.2826,USD,,0
2025-01,2025-01-13,2025-01-14,payments-dev,Compute Engine,N2 Standard RAM,asia-southeast1,pay-de-6077,dev,Payments,SellerPortal,8.536,hours,0.1707,0.0,0.1707,USD,,0
2025-01,2025-01-13,2025-01-14,payments-prod,Compute Engine,Persistent Disk SSD,us-central1,pay-pr-1688,prod,Payments,DataLake,24.063,hours,0.4813,0.0722,0.4091,USD,CUD,0
2025-01,2025-01-13,2025-01-14,payments-staging,Compute Engine,Persistent Disk SSD,us-central1,pay-st-7341,staging,Payments,DataLake,6.649,hours,0.133,0.0,0.133,USD,,1
2025-01,2025-01-13,2025-01-14,payments-dev,Compute Engine,Persistent Disk SSD,asia-southeast1,pay-de-4083,dev,Payments,BuyerApp,2.109,hours,0.0422,0.0,0.0422,USD,,1
2025-01,2025-01-13,2025-01-14,payments-prod,Cloud Storage,Standard Regional Storage,asia-southeast2,pay-pr-2244,prod,Payments,DataLake,13.253,hours,0.1988,0.0,0.1988,USD,,0
2025-01,2025-01-13,2025-01-14,payments-staging,Cloud Storage,Standard Regional Storage,us-central1,pay-st-9207,staging,Payments,SellerPortal,6.722,hours,0.1008,0.0,0.1008,USD,,0
2025-01,2025-01-13,2025-01-14,payments-dev,Cloud Storage,Standard Regional Storage,asia-southeast1,pay-de-2116,dev,Payments,SellerPortal,1.952,hours,0.0293,0.0,0.0293,USD,,0
2025-01,2025-01-13,2025-01-14,payments-prod,Cloud Storage,Network Egress,asia-southeast2,pay-pr-4528,prod,Payments,DataLake,30.682,hours,2.1478,0.0,2.1478,USD,,0
2025-01,2025-01-13,2025-01-14,payments-staging,Cloud Storage,Network Egress,asia-southeast1,pay-st-3670,staging,Payments,SellerPortal,13.581,hours,0.9506,0.0,0.9506,USD,,0
2025-01,2025-01-13,2025-01-14,payments-dev,Cloud Storage,Network Egress,asia-southeast1,pay-de-3178,dev,Payments,BuyerApp,6.489,hours,0.4543,0.0,0.4543,USD,,0
2025-01,2025-01-13,2025-01-14,payments-prod,BigQuery,Analysis (on-demand),us-central1,pay-pr-1551,prod,Payments,BuyerApp,18.912,hours,0.3782,0.0,0.3782,USD,,0
2025-01,2025-01-13,2025-01-14,payments-staging,BigQuery,Analysis (on-demand),asia-southeast1,pay-st-8432,staging,Payments,DataLake,7.71,hours,0.1542,0.0,0.1542,USD,,0
2025-01,2025-01-13,2025-01-14,payments-dev,BigQuery,Analysis (on-demand),asia-southeast1,pay-de-7121,dev,Payments,BuyerApp,7.158,hours,0.1432,0.0,0.1432,USD,,0
2025-01,2025-01-13,2025-01-14,payments-prod,BigQuery,Storage,asia-southeast1,pay-pr-2207,prod,Payments,SellerPortal,21.86,hours,0.3279,0.0,0.3279,USD,,0
2025-01,2025-01-13,2025-01-14,payments-staging,BigQuery,Storage,asia-southeast1,pay-st-4903,staging,Payments,BuyerApp,7.72,hours,0.1158,0.0,0.1158,USD,,0
2025-01,2025-01-13,2025-01-14,payments-dev,BigQuery,Storage,asia-southeast1,pay-de-8353,dev,Payments,BuyerApp,7.335,hours,0.11,0.0,0.11,USD,,0
2025-01,2025-01-13,2025-01-14,payments-prod,Kubernetes Engine,GKE CPU,asia-southeast2,pay-pr-4070,prod,Payments,BuyerApp,50.485,hours,2.5243,0.6311,1.8932000000000002,USD,CUD,0
2025-01,2025-01-13,2025-01-14,payments-staging,Kubernetes Engine,GKE CPU,asia-southeast1,pay-st-6231,staging,Payments,DataLake,15.659,hours,0.7829,0.0,0.7829,USD,,0
2025-01,2025-01-13,2025-01-14,payments-dev,Kubernetes Engine,GKE CPU,us-central1,pay-de-4475,dev,Payments,DataLake,10.51,hours,0.5255,0.0,0.5255,USD,,0
2025-01,2025-01-13,2025-01-14,payments-prod,Kubernetes Engine,GKE RAM,us-central1,pay-pr-4716,prod,Payments,DataLake,17.069,hours,0.3414,0.0512,0.29019999999999996,USD,CUD,0
2025-01,2025-01-13,2025-01-14,payments-staging,Kubernetes Engine,GKE RAM,asia-southeast1,pay-st-1473,staging,Payments,DataLake,5.928,hours,0.1186,0.0,0.1186,USD,,0
2025-01,2025-01-13,2025-01-14,payments-dev,Kubernetes Engine,GKE RAM,asia-southeast2,pay-de-4547,dev,Payments,BuyerApp,3.201,hours,0.064,0.0,0.064,USD,,0
2025-01,2025-01-13,2025-01-14,payments-prod,Cloud Logging,Logs Ingestion,asia-southeast1,pay-pr-9510,prod,Payments,DataLake,13.978,hours,0.2796,0.0,0.2796,USD,,0
2025-01,2025-01-13,2025-01-14,payments-staging,Cloud Logging,Logs Ingestion,asia-southeast2,pay-st-4726,staging,Payments,DataLake,2.231,hours,0.0446,0.0,0.0446,USD,,0
2025-01,2025-01-13,2025-01-14,payments-dev,Cloud Logging,Logs Ingestion,asia-southeast1,pay-de-6990,dev,Payments,SellerPortal,2.119,hours,0.0424,0.0,0.0424,USD,,0
2025-01,2025-01-13,2025-01-14,search-prod,Compute Engine,N2 Standard Core,asia-southeast1,sea-pr-9934,prod,Search,SellerPortal,34.897,hours,1.7449,0.4362,1.3087,USD,CUD,0
2025-01,2025-01-13,2025-01-14,search-staging,Compute Engine,N2 Standard Core,asia-southeast1,sea-st-2912,staging,Search,SellerPortal,14.68,hours,0.734,0.0,0.734,USD,,0
2025-01,2025-01-13,2025-01-14,search-dev,Compute Engine,N2 Standard Core,us-central1,sea-de-9327,dev,Search,DataLake,5.192,hours,0.2596,0.0,0.2596,USD,,0
2025-01,2025-01-13,2025-01-14,search-prod,Compute Engine,N2 Standard RAM,asia-southeast1,sea-pr-8802,prod,Search,DataLake,23.056,hours,0.4611,0.1153,0.3458,USD,CUD,0
2025-01,2025-01-13,2025-01-14,search-staging,Compute Engine,N2 Standard RAM,asia-southeast1,sea-st-9677,staging,Search,SellerPortal,6.879,hours,0.1376,0.0,0.1376,USD,,1
2025-01,2025-01-13,2025-01-14,search-dev,Compute Engine,N2 Standard RAM,asia-southeast1,sea-de-5903,dev,Search,SellerPortal,4.441,hours,0.0888,0.0,0.0888,USD,,0
2025-01,2025-01-13,2025-01-14,search-prod,Compute Engine,Persistent Disk SSD,us-central1,sea-pr-4966,prod,Search,SellerPortal,20.787,hours,0.4157,0.1039,0.3118,USD,CUD,1
2025-01,2025-01-13,2025-01-14,search-staging,Compute Engine,Persistent Disk SSD,asia-southeast2,sea-st-6950,staging,Search,BuyerApp,7.973,hours,0.1595,0.0,0.1595,USD,,1
2025-01,2025-01-13,2025-01-14,search-dev,Compute Engine,Persistent Disk SSD,asia-southeast2,sea-de-9542,dev,Search,SellerPortal,3.5,hours,0.07,0.0,0.07,USD,,0
2025-01,2025-01-13,2025-01-14,search-prod,Cloud Storage,Standard Regional Storage,asia-southeast2,sea-pr-8650,prod,Search,SellerPortal,5.926,hours,0.0889,0.0,0.0889,USD,,0
2025-01,2025-01-13,2025-01-14,search-staging,Cloud Storage,Standard Regional Storage,asia-southeast2,sea-st-5253,staging,Search,DataLake,2.621,hours,0.0393,0.0,0.0393,USD,,0
2025-01,2025-01-13,2025-01-14,search-dev,Cloud Storage,Standard Regional Storage,asia-southeast1,sea-de-8838,dev,Search,DataLake,0.0,hours,0.0,0.0,0.0,USD,,0
2025-01,2025-01-13,2025-01-14,search-prod,Cloud Storage,Network Egress,asia-southeast2,sea-pr-8303,prod,Search,DataLake,14.225,hours,0.9958,0.0,0.9958,USD,,0
2025-01,2025-01-13,2025-01-14,search-staging,Cloud Storage,Network Egress,asia-southeast2,sea-st-4166,staging,Search,BuyerApp,5.38,hours,0.3766,0.0,0.3766,USD,,0
2025-01,2025-01-13,2025-01-14,search-dev,Cloud Storage,Network Egress,asia-southeast1,sea-de-3933,dev,Search,SellerPortal,2.459,hours,0.1722,0.0,0.1722,USD,,0
2025-01,2025-01-13,2025-01-14,search-prod,BigQuery,Analysis (on-demand),us-central1,sea-pr-7851,prod,Search,BuyerApp,20.703,hours,0.4141,0.0,0.4141,USD,,0
2025-01,2025-01-13,2025-01-14,search-staging,BigQuery,Analysis (on-demand),us-central1,sea-st-9836,staging,Search,DataLake,9.524,hours,0.1905,0.0,0.1905,USD,,0
2025-01,2025-01-13,2025-01-14,search-dev,BigQuery,Analysis (on-demand),us-central1,sea-de-7258,dev,Search,SellerPortal,5.924,hours,0.1185,0.0,0.1185,USD,,0
2025-01,2025-01-13,2025-01-14,search-prod,BigQuery,Storage,asia-southeast2,sea-pr-1150,prod,Search,SellerPortal,12.736,hours,0.191,0.0,0.191,USD,,0
2025-01,2025-01-13,2025-01-14,search-staging,BigQuery,Storage,asia-southeast2,sea-st-6315,staging,Search,SellerPortal,5.09,hours,0.0764,0.0,0.0764,USD,,0
